Class,Spec,ItemName,Slot,Rank,Source,Website
paladin,protection,Wrynn Dynasty Greaves,legs,2,Karazhan,wowtbc.gg
paladin,protection,Felsteel Leggings,legs,3,Blacksmithing,wowtbc.gg
paladin,protection,Timewarden's Leggings,legs,4,Rep - Keepers of Time - Revered,wowtbc.gg
paladin,protection,Gladiator's Lamellar Legguards,legs,5,PvP,wowtbc.gg
paladin,protection,Legguards of the Resolute Defender,legs,6,Quest - Destroy Naberius,wowtbc.gg
paladin,protection,Greaves of the Shatterer,legs,7,The Shattered Halls,wowtbc.gg
paladin,protection,Legplates of the Bold,legs,8,The Black Morass,wowtbc.gg
paladin,protection,Boots of Elusion,feet,1,Karazhan,wowtbc.gg
paladin,protection,Battlescar Boots,feet,2,Karazhan,wowtbc.gg
paladin,protection,Boots of the Righteous Path,feet,3,The Shattered Halls (HC),wowtbc.gg
paladin,protection,Eaglecrest Warboots,feet,4,The Blood Furnace,wowtbc.gg
paladin,protection,General's Lamellar Greaves,feet,5,PvP,wowtbc.gg
paladin,protection,Boots of the Colossus,feet,6,Mana-Tombs (HC),wowtbc.gg
paladin,protection,Flesh Beast's Metal Greaves,feet,7,Quest - Someone Else's Hard Work Pays Off,wowtbc.gg
paladin,protection,Ascendant's Boots,feet,8,Quest - A Job Unfinished...,wowtbc.gg
paladin,protection,Violet Signet of the Great Protector,finger,1,Rep - The Violet Eye - Exalted,wowtbc.gg
paladin,protection,A'dal's Signet of Defense,finger,2,Quest - The Fall of Magtheridon,wowtbc.gg
paladin,protection,Andormu's Tear,finger,3,Quest - Hero of the Brood,wowtbc.gg
paladin,protection,Shermanar Great-Ring,finger,4,Karazhan,wowtbc.gg
paladin,protection,Ring of Unyielding Force,finger,5,Badge of Justice (25),wowtbc.gg
paladin,protection,Elementium Band of the Sentry,finger,6,The Arcatraz,wowtbc.gg
paladin,protection,Band of Impenetrable Defenses,finger,7,Auction House,wowtbc.gg
paladin,protection,Yor's Revenge,finger,8,Mana Tombs (HC),wowtbc.gg
paladin,protection,Seer's Signet,finger,9,Rep - The Scryers - Exalted,wowtbc.gg
paladin,protection,Figurine of the Colossus,trinket,1,The Shattered Halls,wowtbc.gg
paladin,protection,Goblin Rocket Launcher,trinket,2,Engineering,wowtbc.gg
paladin,protection,Gnomish Poultryizer,trinket,3,Engineering,wowtbc.gg
paladin,protection,Eye of Magtheridon,trinket,4,Magtheridon's Lair,wowtbc.gg
paladin,protection,Icon of the Silver Crescent,trinket,5,Badge of Justice (41),wowtbc.gg
paladin,protection,Moroes' Lucky Pocket Watch,trinket,6,Karazhan,wowtbc.gg
paladin,protection,Argussian Compass,trinket,7,The Underbog (HC),wowtbc.gg
paladin,protection,Gnomeregan Auto-Blocker 600,trinket,8,Badge of Justice (41),wowtbc.gg
paladin,protection,Adamantine Figurine,trinket,9,Shadow Labyrinth,wowtbc.gg
paladin,protection,Gladiator's Gavel,weapon,1,PvP,wowtbc.gg
paladin,protection,Bloodmaw Magus-Blade,weapon,2,Gruul's Lair,wowtbc.gg
paladin,protection,Stormcaller,weapon,3,Rep - Thrallmar - Exalted (H),wowtbc.gg
paladin,protection,Continuum Blade,weapon,4,Rep - Keepers of Time - Revered,wowtbc.gg
paladin,protection,Gavel of Unearthed Secrets,weapon,5,Rep - Lower City - Exalted,wowtbc.gg
paladin,protection,Mana Wrath,weapon,6,Mechanar,wowtbc.gg
paladin,protection,Greatsword of Horrid Dreams,weapon,7,Shadow Labyrinth,wowtbc.gg
paladin,protection,Aldori Legacy Defender,off hand,1,Gruul's Lair,wowtbc.gg
paladin,protection,Shield of Impenetrable Darkness,off hand,2,Karazhan,wowtbc.gg
paladin,protection,Gladiator's Shield Wall,off hand,3,PvP,wowtbc.gg
paladin,protection,Azure-Shield of Coldarra,off hand,4,Badge of Justice (33),wowtbc.gg
paladin,protection,Dragonheart Flameshield,off hand,5,Karazhan,wowtbc.gg
paladin,protection,Crest of the Sha'tar,off hand,6,Rep - The Sha'tar - Exalted,wowtbc.gg
paladin,protection,Mazthoril Honor Shield,off hand,7,Badge of Justice (33),wowtbc.gg
paladin,protection,The Fel Barrier,off hand,8,Mana-Tombs (HC),wowtbc.gg
paladin,protection,Libram of Repentance,relic,1,Badge of Justice (15),wowtbc.gg
paladin,protection,Libram of the Eternal Rest,relic,2,Sethekk Halls,wowtbc.gg
paladin,protection,Libram of Truth,relic,3,Blackrock Depths,wowtbc.gg
warrior,protection,Helm of the Fallen Defender,head,1,Karazhan,wowtbc.gg
warrior,protection,Faceguard of Determination,head,2,Badge of Justice (50),wowtbc.gg
warrior,protection,Faceguard of the Endless Watch,head,3,World Boss,wowtbc.gg
warrior,protection,Eternium Greathelm,head,4,Karazhan,wowtbc.gg
warrior,protection,Helm of the Stalwart Defender,head,5,Blacksmithing,wowtbc.gg
warrior,protection,Gladiator's Plate Helm,head,6,PvP,wowtbc.gg
warrior,protection,Felsteel Helm,head,7,Blacksmithing,wowtbc.gg
warrior,protection,Myrmidon's Headdress,head,8,Quest - The Warlord's Hideout,wowtbc.gg
warrior,protection,Barbed Choker of Discipline,neck,1,Karazhan,wowtbc.gg
warrior,protection,Necklace of the Juggernaut,neck,2,Badge of Justice (25),wowtbc.gg
warrior,protection,Strength of the Untamed,neck,3,Rep - Cenarion Expedition - Revered,wowtbc.gg
warrior,protection,Saberclaw Talisman,neck,4,Karazhan,wowtbc.gg
warrior,protection,Maladaar's Blessed Chaplet,neck,5,Auchenai Crypts (HC),wowtbc.gg
warrior,protection,Worgen Claw Necklace,neck,6,Karazhan,wowtbc.gg
warrior,protection,Choker of Vile Intent,neck,7,Badge of Justice (25),wowtbc.gg
warrior,protection,Steam-Hinge Chain of Valor,neck,8,The Steamvault,wowtbc.gg
warrior,protection,Pauldrons of the Fallen Defender,shoulder,1,Gruul's Lair,wowtbc.gg
warrior,protection,Mantle of Abrahmis,shoulder,2,Karazhan,wowtbc.gg
warrior,protection,Gladiator's Plate Shoulders,shoulder,3,PvP,wowtbc.gg
warrior,protection,Spaulders of Dementia,shoulder,4,Sethekk Halls (HC),wowtbc.gg
warrior,protection,Fanblade Pauldrons,shoulder,5,Auchenai Crypts (HC),wowtbc.gg
warrior,protection,Shoulderguards of the Bold,shoulder,6,Shadow Labyrinth,wowtbc.gg
warrior,protection,High Warlord's Plate Shoulders,shoulder,7,PvP,wowtbc.gg
warrior,protection,Ripfiend Shoulderplates,shoulder,8,World Boss,wowtbc.gg
warrior,protection,Devilshark Cape,back,1,The Steamvault,wowtbc.gg
warrior,protection,Gilded Thorium Cloak,back,2,Karazhan,wowtbc.gg
warrior,protection,Drape of the Dark Reavers,back,3,Karazhan,wowtbc.gg
warrior,protection,Cloak of the Pit Stalker,back,4,Magtheridon's Lair,wowtbc.gg
warrior,protection,Burnoose of Shifting Ages,back,5,The Black Morass,wowtbc.gg
warrior,protection,Cloak of Eternity,back,6,Tailoring,wowtbc.gg
warrior,protection,Ironscale War Cloak,back,7,Slave Pens (HC),wowtbc.gg
warrior,protection,Farstrider Wildercloak,back,8,Karazhan,wowtbc.gg
warrior,protection,Chestguard of the Fallen Defender,chest,1,Magtheridon's Lair,wowtbc.gg
warrior,protection,Panzar'Thar Breastplate,chest,2,Karazhan,wowtbc.gg
warrior,protection,Gladiator's Plate Chestpiece,chest,3,PvP,wowtbc.gg
warrior,protection,Jade-Skull Breastplate,chest,4,The Mechanar,wowtbc.gg
warrior,protection,Breastplate of the Bold,chest,5,The Arcatraz,wowtbc.gg
warrior,protection,Vindicator's Hauberk,chest,6,Rep - The Aldor - Revered,wowtbc.gg
warrior,protection,Dreadnaught Breastplate,chest,7,Naxxramas,wowtbc.gg
warrior,protection,High Warlord's Plate Chestpiece,chest,8,PvP,wowtbc.gg
warrior,protection,Vambraces of Courage,wrist,1,Karazhan,wowtbc.gg
warrior,protection,Amber Bands of the Aggressor,wrist,2,The Steamvault (HC),wowtbc.gg
warrior,protection,Bracers of the Green Fortress,wrist,3,Blacksmithing,wowtbc.gg
warrior,protection,Bladespire Warbands,wrist,4,Gruul's Lair,wowtbc.gg
warrior,protection,Bracers of Dignity,wrist,5,Arcatraz (HC),wowtbc.gg
warrior,protection,General's Plate Bracers,wrist,6,PvP,wowtbc.gg
warrior,protection,Vambraces of Daring,wrist,7,Hellfire Ramparts (HC),wowtbc.gg
warrior,protection,Sha'tari Wrought Armguards,wrist,8,Quest - The Soul Devices,wowtbc.gg
warrior,protection,Iron Gauntlets of the Maiden,hands,1,Karazhan,wowtbc.gg
warrior,protection,Gloves of the Fallen Defender,hands,2,Karazhan,wowtbc.gg
warrior,protection,Topaz-Studded Battlegrips,hands,3,World Boss,wowtbc.gg
warrior,protection,Gauntlets of Dissension,hands,4,The Botanica (HC),wowtbc.gg
warrior,protection,Gauntlets of Martial Perfection,hands,5,Gruul's Lair,wowtbc.gg
warrior,protection,Gauntlets of the Bold,hands,6,The Steamvault,wowtbc.gg
warrior,protection,Felsteel Gloves,hands,7,Blacksmithing,wowtbc.gg
warrior,protection,Gauntlets of the Chosen,hands,8,Rep - The Scryers - Revered,wowtbc.gg
warrior,protection,Crimson Girdle of the Indomitable,waist,1,Karazhan,wowtbc.gg
warrior,protection,Girdle of the Immovable,waist,2,Slave Pens (HC),wowtbc.gg
warrior,protection,Sha'tari Vindicator's Waistguard,waist,3,Quest - How to Break Into the Arcatraz,wowtbc.gg
warrior,protection,Lion's Heart Girdle,waist,4,Hellfire Ramparts (HC),wowtbc.gg
warrior,protection,Girdle of the Endless Pit,waist,5,Magtheridon's Lair,wowtbc.gg
warrior,protection,Girdle of Valorous Deeds,waist,6,The Black Morass (HC),wowtbc.gg
warrior,protection,General's Plate Belt,waist,7,PvP,wowtbc.gg
warrior,protection,Deathforge Girdle,waist,8,Sethekk Halls,wowtbc.gg
warrior,protection,Leggings of the Fallen Defender,legs,1,Gruul's Lair,wowtbc.gg
warrior,protection,Wrynn Dynasty Greaves,legs,2,Karazhan,wowtbc.gg
warrior,protection,Felsteel Leggings,legs,3,Blacksmithing,wowtbc.gg
warrior,protection,Timewarden's Leggings,legs,4,Rep - Keepers of Time - Revered,wowtbc.gg
warrior,protection,Gladiator's Plate Legguards,legs,5,PvP,wowtbc.gg
warrior,protection,Legguards of the Resolute Defender,legs,6,Quest - Destroy Naberius,wowtbc.gg
warrior,protection,Greaves of the Shatterer,legs,7,The Shattered Halls,wowtbc.gg
warrior,protection,Vanquisher's Legplates,legs,8,The Mechanar (HC),wowtbc.gg
warrior,protection,Battlescar Boots,feet,1,Karazhan,wowtbc.gg
warrior,protection,Boots of Elusion,feet,2,Karazhan,wowtbc.gg
warrior,protection,Eaglecrest Warboots,feet,3,The Blood Furnace,wowtbc.gg
warrior,protection,Ironstriders of Urgency,feet,4,Karazhan,wowtbc.gg
warrior,protection,General's Plate Greaves,feet,5,PvP,wowtbc.gg
warrior,protection,Boots of the Colossus,feet,6,Mana-Tombs (HC),wowtbc.gg
warrior,protection,Ascendant's Boots,feet,7,Quest - A Job Unfinished...,wowtbc.gg
warrior,protection,Sha'tari Wrought Greaves,feet,8,Quest - Into the Heart of the Labyrinth,wowtbc.gg
warrior,protection,Violet Signet of the Great Protector,finger,1,Rep - The Violet Eye - Exalted,wowtbc.gg
warrior,protection,A'dal's Signet of Defense,finger,2,Quest - The Fall of Magtheridon,wowtbc.gg
warrior,protection,Shermanar Great-Ring,finger,3,Karazhan,wowtbc.gg
warrior,protection,Ring of Unyielding Force,finger,4,Badge of Justice (25),wowtbc.gg
warrior,protection,Garona's Signet Ring,finger,5,Karazhan,wowtbc.gg
warrior,protection,Shapeshifter's Signet,finger,6,Rep - Lower City - Exalted,wowtbc.gg
warrior,protection,Band of Impenetrable Defenses,finger,7,Auction House,wowtbc.gg
warrior,protection,Elementium Band of the Sentry,finger,8,The Arcatraz,wowtbc.gg
warrior,protection,Ring of the Recalcitrant,finger,9,Quest - The Fall of Magtheridon,wowtbc.gg
warrior,protection,Goblin Rocket Launcher,trinket,1,Engineering,wowtbc.gg
warrior,protection,Styleen's Impeding Scarab,trinket,2,Blackwing Lair,wowtbc.gg
warrior,protection,Drake Fang Talisman,trinket,3,Blackwing Lair,wowtbc.gg
warrior,protection,Figurine of the Colossus,trinket,4,The Shattered Halls,wowtbc.gg
warrior,protection,Brooch of the Immortal King,trinket,5,Skettis Summoned Boss,wowtbc.gg
warrior,protection,Figurine - Dawnstone Crab,trinket,6,Jewelcrafting,wowtbc.gg
warrior,protection,Adamantine Figurine,trinket,7,Shadow Labyrinth,wowtbc.gg
warrior,protection,Dabiri's Enigma,trinket,8,Quest - Dimensius the All-Devouring,wowtbc.gg
warrior,protection,Moroes' Lucky Pocket Watch,trinket,9,Karazhan,wowtbc.gg
warrior,protection,"Thunderfury, Blessed Blade of the Windseeker",weapon,1,"Quest - Rise, Thunderfury!",wowtbc.gg
warrior,protection,Blazeguard,weapon,2,Blacksmithing,wowtbc.gg
warrior,protection,King's Defender,weapon,3,Karazhan,wowtbc.gg
warrior,protection,Fireguard,weapon,4,Blacksmithing,wowtbc.gg
warrior,protection,The Sun Eater,weapon,5,The Mechanar (HC),wowtbc.gg
warrior,protection,Warbringer,weapon,6,Rep - Thrallmar - Exalted,wowtbc.gg
warrior,protection,Terokk's Nightmace,weapon,7,Sethekk Halls,wowtbc.gg
warrior,protection,Latro's Shifting Sword,weapon,8,Black Morass,wowtbc.gg
warrior,protection,Aldori Legacy Defender,off hand,1,Gruul's Lair,wowtbc.gg
warrior,protection,Shield of Impenetrable Darkness,off hand,2,Karazhan,wowtbc.gg
warrior,protection,Gladiator's Shield Wall,off hand,3,PvP,wowtbc.gg
warrior,protection,Azure-Shield of Coldarra,off hand,4,Badge of Justice (33),wowtbc.gg
warrior,protection,Crest of the Sha'tar,off hand,5,Rep - The Sha'tar - Exalted,wowtbc.gg
warrior,protection,Triptych Shield of the Ancients,off hand,6,Karazhan,wowtbc.gg
warrior,protection,The Fel Barrier,off hand,7,Mana-Tombs (HC),wowtbc.gg
warrior,protection,Dragonheart Flameshield,off hand,8,Karazhan,wowtbc.gg
warrior,protection,Barrel-Blade Longrifle,ranged,1,World Boss,wowtbc.gg
warrior,protection,Shuriken of Negation,ranged,2,Gruul's Lair,wowtbc.gg
warrior,protection,Gladiator's War Edge,ranged,3,PvP,wowtbc.gg
warrior,protection,Sunfury Bow of the Phoenix,ranged,4,Karazhan,wowtbc.gg
warrior,protection,Consortium Blaster,ranged,5,Rep - The Consortium - Revered,wowtbc.gg
warrior,protection,Starbolt Longbow,ranged,6,Mana-Tombs (HC),wowtbc.gg
warrior,protection,Marksman's Bow,ranged,7,Rep - Thrallmar - Exalted (H),wowtbc.gg
warrior,protection,Scout's Throwing Knives,ranged,8,Quest - Terokk's Downfall,wowtbc.gg
druid,restoration,Helm of the Fallen Defender,head,1,Karazhan,wowtbc.gg
druid,restoration,Whitemend Hood,head,2,Tailoring,wowtbc.gg
druid,restoration,Gladiator's Kodohide Helm,head,3,PvP,wowtbc.gg
druid,restoration,Cowl of Nature's Breath,head,4,Gruul's Lair,wowtbc.gg
druid,restoration,Cowl of Naaru Blessings,head,5,Badge of Justice (50),wowtbc.gg
druid,restoration,Hallowed Crown,head,6,Arcatraz,wowtbc.gg
druid,restoration,Headdress of the High Potentate,head,7,Karazhan,wowtbc.gg
druid,restoration,Moonglade Cowl,head,8,Botanica,wowtbc.gg
druid,restoration,Archaic Charm of Presence,neck,1,World Boss,wowtbc.gg
druid,restoration,Teeth of Gruul,neck,2,Gruul's Lair,wowtbc.gg
druid,restoration,Emberspur Talisman,neck,3,Karazhan,wowtbc.gg
druid,restoration,Shining Chain of the Afterworld,neck,4,Karazhan,wowtbc.gg
druid,restoration,Karja's Medallion,neck,5,Quest - Shutting Down Manaforge Ara (Aldor),wowtbc.gg
druid,restoration,Natasha's Guardian Cord,neck,6,Quest - The Hound-Master,wowtbc.gg
druid,restoration,Necklace of Eternal Hope,neck,7,Badge of Justice (25),wowtbc.gg
druid,restoration,Necklace of Necropsy,neck,8,Naxxramas,wowtbc.gg
druid,restoration,Pauldrons of the Fallen Defender,shoulder,1,Gruul's Lair,wowtbc.gg
druid,restoration,Primal Mooncloth Shoulders,shoulder,2,Tailoring,wowtbc.gg
druid,restoration,Pauldrons of the Solace-Giver,shoulder,3,Karazhan,wowtbc.gg
druid,restoration,Hallowed Pauldrons,shoulder,4,Shadow Labyrinth,wowtbc.gg
druid,restoration,Forest Wind Shoulderpads,shoulder,5,Karazhan,wowtbc.gg
druid,restoration,Gladiator's Kodohide Spaulders,shoulder,6,PvP,wowtbc.gg
druid,restoration,Pauldrons of Sufferance,shoulder,7,Old Hillsbrad Foothills,wowtbc.gg
druid,restoration,Moonglade Shoulders,shoulder,8,Steamvaults,wowtbc.gg
druid,restoration,Stainless Cloak of the Pure Hearted,back,1,Karazhan,wowtbc.gg
druid,restoration,Lifegiving Cloak,back,2,Auction House,wowtbc.gg
druid,restoration,Red Riding Hood's Cloak,back,3,Karazhan,wowtbc.gg
druid,restoration,Cloak of Suturing,back,4,Naxxramas,wowtbc.gg
druid,restoration,Avian Cloak of Feathers,back,5,Sethekk Halls,wowtbc.gg
druid,restoration,Light-Touched Stole of Altruism,back,6,Auchenai Crypts (HC),wowtbc.gg
druid,restoration,Bishop's Cloak,back,7,Badge of Justice (25),wowtbc.gg
druid,restoration,White Remedy Cape,back,8,Tailoring,wowtbc.gg
druid,restoration,Primal Mooncloth Robe,chest,1,Tailoring,wowtbc.gg
druid,restoration,Chestguard of the Fallen Defender,chest,2,Magtheridon's Lair,wowtbc.gg
druid,restoration,Windhawk Hauberk,chest,3,Leatherworking,wowtbc.gg
druid,restoration,Gladiator's Kodohide Tunic,chest,4,PvP,wowtbc.gg
druid,restoration,Hallowed Garments,chest,5,Shadow Labyrinth,wowtbc.gg
druid,restoration,Stonebough Jerkin,chest,6,Karazhan,wowtbc.gg
druid,restoration,Moonglade Robe,chest,7,Mechanar,wowtbc.gg
druid,restoration,Raiments of Divine Authority,chest,8,The Blood Furnace,wowtbc.gg
druid,restoration,Windhawk Bracers,wrist,1,Leatherworking,wowtbc.gg
druid,restoration,Bands of Indwelling,wrist,2,Karazhan,wowtbc.gg
druid,restoration,Bands of the Benevolent,wrist,3,Sethekk Halls (HC),wowtbc.gg
druid,restoration,Bindings of the Timewalker,wrist,4,Rep - Keepers of Time - Exalted,wowtbc.gg
druid,restoration,Bracelets of Royal Redemption,wrist,5,Ahn'Qiraj,wowtbc.gg
druid,restoration,Lucid Dream Bracers,wrist,6,Mana Tombs (HC),wowtbc.gg
druid,restoration,Dreamwalker Wristguards,wrist,7,Naxxramas,wowtbc.gg
druid,restoration,Bracers of Havok,wrist,8,Tailoring,wowtbc.gg
druid,restoration,Mitts of the Treemender,hands,1,Karazhan,wowtbc.gg
druid,restoration,Gloves of Saintly Blessings,hands,2,Karazhan,wowtbc.gg
druid,restoration,Gloves of the Fallen Defender,hands,3,Karazhan,wowtbc.gg
druid,restoration,Gloves of the Living Touch,hands,4,Leatherworking,wowtbc.gg
druid,restoration,Gladiator's Kodohide Gloves,hands,5,PvP,wowtbc.gg
druid,restoration,Bloody Surgeon's Mitts,hands,6,The Blood Furnace,wowtbc.gg
druid,restoration,Gloves of Preservation,hands,7,Quest - Fel Embers (A),wowtbc.gg
druid,restoration,Natural Mender's Wraps,hands,8,Auchenai Crypts (HC),wowtbc.gg
druid,restoration,Primal Mooncloth Belt,waist,1,Tailoring,wowtbc.gg
druid,restoration,Windhawk Belt,waist,2,Leatherworking,wowtbc.gg
druid,restoration,Cord of Nature's Sustenance,waist,3,Karazhan,wowtbc.gg
druid,restoration,Cincture of Will,waist,4,Karazhan,wowtbc.gg
druid,restoration,Cord of Sanctification,waist,5,Old Hillsbrad Foothills (HC),wowtbc.gg
druid,restoration,General's Kodohide Belt,waist,6,PvP,wowtbc.gg
druid,restoration,Cord of Belief,waist,7,Slave Pens (HC),wowtbc.gg
druid,restoration,The Sleeper's Cord,waist,8,Arcatraz,wowtbc.gg
druid,restoration,Gilded Trousers of Benediction,legs,1,World Boss,wowtbc.gg
druid,restoration,Earthsoul Leggings,legs,2,Karazhan,wowtbc.gg
druid,restoration,Pontifex Kilt,legs,3,Steamvaults (HC),wowtbc.gg
druid,restoration,Pantaloons of Repentance,legs,4,Karazhan,wowtbc.gg
druid,restoration,Kamaei's Cerulean Skirt,legs,5,Auction House,wowtbc.gg
druid,restoration,Whitemend Pants,legs,6,Tailoring,wowtbc.gg
druid,restoration,Leggings of the Fallen Defender,legs,7,Gruul's Lair,wowtbc.gg
druid,restoration,Pants of Living Growth,legs,8,Auction House,wowtbc.gg
druid,restoration,Gold-Leaf Wildboots,feet,1,World Boss,wowtbc.gg
druid,restoration,Forestlord Striders,feet,2,Karazhan,wowtbc.gg
druid,restoration,Boots of the Incorrupt,feet,3,Karazhan,wowtbc.gg
druid,restoration,Boots of the Pious,feet,4,Mechanar (HC),wowtbc.gg
druid,restoration,Slippers of Serenity,feet,5,Auchenai Crypts (HC),wowtbc.gg
druid,restoration,Curate's Boots,feet,6,Quest - Fel Embers (A),wowtbc.gg
druid,restoration,General's Kodohide Boots,feet,7,PvP,wowtbc.gg
druid,restoration,Boots of the Glade-Keeper,feet,8,Mechanar,wowtbc.gg
druid,restoration,Naaru Lightwarden's Band,finger,1,Quest - The Fall of Magtheridon,wowtbc.gg
druid,restoration,Violet Signet of the Grand Restorer,finger,2,Rep - The Violet Eye - Exalted,wowtbc.gg
druid,restoration,Jade Ring of the Everliving,finger,3,Karazhan,wowtbc.gg
druid,restoration,Ring of Flowing Light,finger,4,World Boss,wowtbc.gg
druid,restoration,Ring of Fabled Hope,finger,5,Underbog (HC),wowtbc.gg
druid,restoration,Ancestral Band,finger,6,Rep - Thrallmar - Revered (H),wowtbc.gg
druid,restoration,Mender's Heart-Ring,finger,7,Karazhan,wowtbc.gg
druid,restoration,Spiritualist's Mark of the Sha'tar,finger,8,Quest - Battle of the Crimson Watch,wowtbc.gg
druid,restoration,Band of Halos,finger,9,Badge of Justice (25),wowtbc.gg
druid,restoration,Ribbon of Sacrifice,trinket,1,Karazhan,wowtbc.gg
druid,restoration,Essence of the Martyr,trinket,2,Badge of Justice (41),wowtbc.gg
druid,restoration,Rejuvenating Gem,trinket,3,Blackwing Lair,wowtbc.gg
druid,restoration,Eye of the Dead,trinket,4,Naxxramas,wowtbc.gg
druid,restoration,Lower City Prayerbook,trinket,5,Rep - Lower City - Revered,wowtbc.gg
druid,restoration,Eye of Gruul,trinket,6,Gruul's Lair,wowtbc.gg
druid,restoration,Pendant of the Violet Eye,trinket,7,Karazhan,wowtbc.gg
druid,restoration,Scarab of the Infinite Cycle,trinket,8,Black Morass,wowtbc.gg
druid,restoration,Bangle of Endless Blessings,trinket,9,Botanica,wowtbc.gg
druid,restoration,Light's Justice,weapon,1,Karazhan,wowtbc.gg
druid,restoration,Gladiator's Salvation,weapon,2,PvP,wowtbc.gg
druid,restoration,Exodar Life-Staff,weapon,3,World Boss,wowtbc.gg
druid,restoration,Shard of the Virtuous,weapon,4,Karazhan,wowtbc.gg
druid,restoration,Crystalheart Pulse-Staff,weapon,5,Magtheridon's Lair,wowtbc.gg
druid,restoration,Hand of Eternity,weapon,6,Blacksmithing,wowtbc.gg
druid,restoration,Nightstaff of the Everliving,weapon,7,Karazhan,wowtbc.gg
druid,restoration,Shockwave Truncheon,weapon,8,Shadow Labyrinth (HC),wowtbc.gg
druid,restoration,Windcaller's Orb,off hand,1,Rep - Cenarion Expedition - Exalted,wowtbc.gg
druid,restoration,Tears of Heaven,off hand,2,Badge of Justice (25),wowtbc.gg
druid,restoration,Aran's Soothing Sapphire,off hand,3,Karazhan,wowtbc.gg
druid,restoration,Signet of Unshakable Faith,off hand,4,Karazhan,wowtbc.gg
druid,restoration,Sapphiron's Right Eye,off hand,5,Naxxramas,wowtbc.gg
druid,restoration,Noth's Frigid Heart,off hand,6,Naxxramas,wowtbc.gg
druid,restoration,Faol's Signet of Cleansing,off hand,7,Ramparts (HC),wowtbc.gg
druid,restoration,Swamplight Lantern,off hand,8,Slave Pens (HC),wowtbc.gg
druid,restoration,Idol of the Emerald Queen,relic,1,Shadow Labyrinth,wowtbc.gg
druid,restoration,Harold's Rejuvenating Broach,relic,2,Quest - The Ultimate Bloodsport,wowtbc.gg
shaman,restoration,Fathom-Helm of the Deeps,head,1,World Boss,wowtbc.gg
shaman,restoration,Helm of the Fallen Champion,head,2,Karazhan,wowtbc.gg
shaman,restoration,Whitemend Hood,head,3,Tailoring,wowtbc.gg
shaman,restoration,Gladiator's Ringmail Helm,head,4,PvP,wowtbc.gg
shaman,restoration,Hallowed Crown,head,5,Arcatraz,wowtbc.gg
shaman,restoration,High Warlord's Ringmail Headpiece,head,6,PvP,wowtbc.gg
shaman,restoration,Moonglade Cowl,head,7,Botanica,wowtbc.gg
shaman,restoration,Living Dragonscale Helm,head,8,Leatherworking,wowtbc.gg
shaman,restoration,Emberspur Talisman,neck,1,Karazhan,wowtbc.gg
shaman,restoration,Archaic Charm of Presence,neck,2,World Boss,wowtbc.gg
shaman,restoration,Teeth of Gruul,neck,3,Gruul's Lair,wowtbc.gg
shaman,restoration,Natasha's Guardian Cord,neck,4,Quest - The Hound-Master,wowtbc.gg
shaman,restoration,Necklace of Resplendent Hope,neck,5,Old Hillsbrad Foothills (HC),wowtbc.gg
shaman,restoration,Amulet of the Fallen God,neck,6,Quest - The Savior of Kalimdor,wowtbc.gg
shaman,restoration,Necklace of Eternal Hope,neck,7,Badge of Justice (25),wowtbc.gg
shaman,restoration,Karja's Medallion,neck,8,Quest - Shutting Down Manaforge Ara (Aldor),wowtbc.gg
shaman,restoration,Pauldrons of the Fallen Champion,shoulder,1,Gruul's Lair,wowtbc.gg
shaman,restoration,Primal Mooncloth Shoulders,shoulder,2,Tailoring,wowtbc.gg
shaman,restoration,Gladiator's Ringmail Spaulders,shoulder,3,PvP,wowtbc.gg
shaman,restoration,Dragon-Quake Shoulderguards,shoulder,4,Karazhan,wowtbc.gg
shaman,restoration,Pauldrons of the Solace-Giver,shoulder,5,Karazhan,wowtbc.gg
shaman,restoration,Hallowed Pauldrons,shoulder,6,Shadow Labyrinth,wowtbc.gg
shaman,restoration,High Warlord's Ringmail Shoulderpads,shoulder,7,PvP,wowtbc.gg
shaman,restoration,Forest Wind Shoulderpads,shoulder,8,Karazhan,wowtbc.gg
shaman,restoration,Lifegiving Cloak,back,1,Auction House,wowtbc.gg
shaman,restoration,Stainless Cloak of the Pure Hearted,back,2,Karazhan,wowtbc.gg
shaman,restoration,White Remedy Cape,back,3,Tailoring,wowtbc.gg
shaman,restoration,Red Riding Hood's Cloak,back,4,Karazhan,wowtbc.gg
shaman,restoration,Cloak of the Everliving,back,5,Ramparts (HC),wowtbc.gg
shaman,restoration,Bishop's Cloak,back,6,Badge of Justice (25),wowtbc.gg
shaman,restoration,Light-Touched Stole of Altruism,back,7,Auchenai Crypts (HC),wowtbc.gg
shaman,restoration,Cloak of Suturing,back,8,Naxxramas,wowtbc.gg
shaman,restoration,Primal Mooncloth Robe,chest,1,Tailoring,wowtbc.gg
shaman,restoration,Windhawk Hauberk,chest,2,Leatherworking,wowtbc.gg
shaman,restoration,Chestguard of the Fallen Champion,chest,3,Magtheridon's Lair,wowtbc.gg
shaman,restoration,Gladiator's Ringmail Armor,chest,4,PvP,wowtbc.gg
shaman,restoration,Earthblood Chestguard,chest,5,Karazhan,wowtbc.gg
shaman,restoration,Earthpeace Breastplate,chest,6,Blacksmithing,wowtbc.gg
shaman,restoration,Hallowed Garments,chest,7,Shadow Labyrinth,wowtbc.gg
shaman,restoration,Moonglade Robe,chest,8,Mechanar,wowtbc.gg
